anomaly_type,warehouse_id,detection_date,observed_value,baseline_value,deviation,severity,description,flagged_at
operator_accuracy_drop,DHL-WH-TX03,2022-03-29,0.0,100.0,100.0,HIGH,Operator 42 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.267105
operator_accuracy_drop,DHL-WH-TX03,2022-04-07,0.0,96.6667,96.6667,HIGH,Operator 42 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.267147
operator_accuracy_drop,DHL-WH-TX03,2022-04-15,0.0,93.3333,93.3333,HIGH,Operator 42 accuracy 0.00% is 93.3pp below their 30-day average (93.33%),2026-06-13T20:22:22.267185
operator_accuracy_drop,DHL-WH-TX03,2022-11-12,0.0,100.0,100.0,HIGH,Operator 42 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.267222
operator_accuracy_drop,DHL-WH-TX03,2023-02-01,50.0,100.0,50.0,HIGH,Operator 42 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.267267
operator_accuracy_drop,DHL-WH-TX03,2023-04-27,0.0,100.0,100.0,HIGH,Operator 42 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.267306
operator_accuracy_drop,DHL-WH-IL02,2023-03-17,0.0,100.0,100.0,HIGH,Operator 43 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.268219
operator_accuracy_drop,DHL-WH-IL02,2023-07-30,0.0,100.0,100.0,HIGH,Operator 43 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.268262
operator_accuracy_drop,DHL-WH-NJ01,2023-11-06,0.0,100.0,100.0,HIGH,Operator 43 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.269185
operator_accuracy_drop,DHL-WH-TX03,2023-05-08,50.0,100.0,50.0,HIGH,Operator 43 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.270086
operator_accuracy_drop,DHL-WH-TX03,2023-06-18,0.0,98.3333,98.3333,HIGH,Operator 43 accuracy 0.00% is 98.3pp below their 30-day average (98.33%),2026-06-13T20:22:22.270130
operator_accuracy_drop,DHL-WH-IL02,2022-03-05,0.0,100.0,100.0,HIGH,Operator 44 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.271027
operator_accuracy_drop,DHL-WH-IL02,2023-02-23,0.0,100.0,100.0,HIGH,Operator 44 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.271071
operator_accuracy_drop,DHL-WH-IL02,2023-04-02,0.0,96.6667,96.6667,HIGH,Operator 44 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.271111
operator_accuracy_drop,DHL-WH-IL02,2023-11-16,0.0,100.0,100.0,HIGH,Operator 44 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.271150
operator_accuracy_drop,DHL-WH-IL02,2023-12-28,50.0,100.0,50.0,HIGH,Operator 44 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.271186
operator_accuracy_drop,DHL-WH-NJ01,2022-07-05,0.0,100.0,100.0,HIGH,Operator 44 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.272091
operator_accuracy_drop,DHL-WH-NJ01,2022-10-09,0.0,100.0,100.0,HIGH,Operator 44 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.272134
operator_accuracy_drop,DHL-WH-NJ01,2022-12-25,50.0,100.0,50.0,HIGH,Operator 44 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.272173
operator_accuracy_drop,DHL-WH-TX03,2022-04-05,0.0,100.0,100.0,HIGH,Operator 44 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.273070
operator_accuracy_drop,DHL-WH-TX03,2022-07-15,50.0,100.0,50.0,HIGH,Operator 44 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.273111
operator_accuracy_drop,DHL-WH-TX03,2022-08-18,0.0,98.3333,98.3333,HIGH,Operator 44 accuracy 0.00% is 98.3pp below their 30-day average (98.33%),2026-06-13T20:22:22.273149
operator_accuracy_drop,DHL-WH-TX03,2022-09-07,50.0,96.6667,46.6667,HIGH,Operator 44 accuracy 50.00% is 46.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.273186
operator_accuracy_drop,DHL-WH-TX03,2023-01-26,0.0,100.0,100.0,HIGH,Operator 44 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.273221
operator_accuracy_drop,DHL-WH-IL02,2022-07-28,0.0,100.0,100.0,HIGH,Operator 45 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.274115
operator_accuracy_drop,DHL-WH-IL02,2023-10-03,0.0,100.0,100.0,HIGH,Operator 45 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.274157
operator_accuracy_drop,DHL-WH-NJ01,2022-02-19,66.667,100.0,33.333,HIGH,Operator 45 accuracy 66.67% is 33.3pp below their 30-day average (100.00%),2026-06-13T20:22:22.275076
operator_accuracy_drop,DHL-WH-NJ01,2022-04-18,0.0,100.0,100.0,HIGH,Operator 45 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.275118
operator_accuracy_drop,DHL-WH-NJ01,2022-07-30,0.0,100.0,100.0,HIGH,Operator 45 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.275158
operator_accuracy_drop,DHL-WH-NJ01,2023-06-01,0.0,100.0,100.0,HIGH,Operator 45 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.275195
operator_accuracy_drop,DHL-WH-NJ01,2023-12-22,50.0,100.0,50.0,HIGH,Operator 45 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.275230
operator_accuracy_drop,DHL-WH-TX03,2022-03-27,66.667,100.0,33.333,HIGH,Operator 45 accuracy 66.67% is 33.3pp below their 30-day average (100.00%),2026-06-13T20:22:22.276129
operator_accuracy_drop,DHL-WH-TX03,2022-05-18,0.0,100.0,100.0,HIGH,Operator 45 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.276171
operator_accuracy_drop,DHL-WH-TX03,2022-05-27,0.0,96.6667,96.6667,HIGH,Operator 45 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.276209
operator_accuracy_drop,DHL-WH-TX03,2022-06-25,50.0,93.3333,43.3333,HIGH,Operator 45 accuracy 50.00% is 43.3pp below their 30-day average (93.33%),2026-06-13T20:22:22.276248
operator_accuracy_drop,DHL-WH-TX03,2022-08-01,0.0,98.3333,98.3333,HIGH,Operator 45 accuracy 0.00% is 98.3pp below their 30-day average (98.33%),2026-06-13T20:22:22.276284
operator_accuracy_drop,DHL-WH-TX03,2023-01-06,0.0,100.0,100.0,HIGH,Operator 45 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.276318
operator_accuracy_drop,DHL-WH-TX03,2023-05-24,0.0,100.0,100.0,HIGH,Operator 45 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.276353
operator_accuracy_drop,DHL-WH-IL02,2022-04-23,0.0,100.0,100.0,HIGH,Operator 46 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.277247
operator_accuracy_drop,DHL-WH-IL02,2022-10-11,0.0,100.0,100.0,HIGH,Operator 46 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.277289
operator_accuracy_drop,DHL-WH-IL02,2022-11-28,0.0,100.0,100.0,HIGH,Operator 46 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.277328
operator_accuracy_drop,DHL-WH-IL02,2023-04-18,0.0,100.0,100.0,HIGH,Operator 46 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.277366
operator_accuracy_drop,DHL-WH-IL02,2023-05-30,0.0,96.6667,96.6667,HIGH,Operator 46 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.277402
operator_accuracy_drop,DHL-WH-IL02,2023-08-07,50.0,100.0,50.0,HIGH,Operator 46 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.277437
operator_accuracy_drop,DHL-WH-NJ01,2022-04-13,0.0,100.0,100.0,HIGH,Operator 46 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.278333
operator_accuracy_drop,DHL-WH-NJ01,2023-08-01,0.0,100.0,100.0,HIGH,Operator 46 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.278375
operator_accuracy_drop,DHL-WH-TX03,2022-08-11,0.0,100.0,100.0,HIGH,Operator 46 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.279308
operator_accuracy_drop,DHL-WH-TX03,2023-08-27,0.0,100.0,100.0,HIGH,Operator 46 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.279351
operator_accuracy_drop,DHL-WH-TX03,2023-12-14,0.0,100.0,100.0,HIGH,Operator 46 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.279389
operator_accuracy_drop,DHL-WH-IL02,2022-06-19,50.0,100.0,50.0,HIGH,Operator 47 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.280315
operator_accuracy_drop,DHL-WH-IL02,2022-09-15,0.0,100.0,100.0,HIGH,Operator 47 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.280357
operator_accuracy_drop,DHL-WH-IL02,2022-11-23,0.0,100.0,100.0,HIGH,Operator 47 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.280413
operator_accuracy_drop,DHL-WH-NJ01,2022-07-30,0.0,100.0,100.0,HIGH,Operator 47 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.281322
operator_accuracy_drop,DHL-WH-NJ01,2022-10-18,50.0,100.0,50.0,HIGH,Operator 47 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.281363
operator_accuracy_drop,DHL-WH-NJ01,2022-12-01,50.0,100.0,50.0,HIGH,Operator 47 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.281400
operator_accuracy_drop,DHL-WH-NJ01,2023-01-19,0.0,100.0,100.0,HIGH,Operator 47 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.281435
operator_accuracy_drop,DHL-WH-NJ01,2023-05-25,0.0,100.0,100.0,HIGH,Operator 47 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.281470
operator_accuracy_drop,DHL-WH-TX03,2022-04-30,0.0,100.0,100.0,HIGH,Operator 47 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.282370
operator_accuracy_drop,DHL-WH-TX03,2022-05-08,0.0,96.6667,96.6667,HIGH,Operator 47 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.282412
operator_accuracy_drop,DHL-WH-TX03,2022-11-18,0.0,100.0,100.0,HIGH,Operator 47 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.282448
operator_accuracy_drop,DHL-WH-TX03,2023-12-24,0.0,100.0,100.0,HIGH,Operator 47 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.282483
operator_accuracy_drop,DHL-WH-IL02,2023-01-17,0.0,100.0,100.0,HIGH,Operator 48 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.283380
operator_accuracy_drop,DHL-WH-IL02,2023-09-23,0.0,100.0,100.0,HIGH,Operator 48 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.283423
operator_accuracy_drop,DHL-WH-NJ01,2022-04-20,0.0,100.0,100.0,HIGH,Operator 48 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.284312
operator_accuracy_drop,DHL-WH-NJ01,2022-05-24,0.0,96.6667,96.6667,HIGH,Operator 48 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.284355
operator_accuracy_drop,DHL-WH-NJ01,2023-01-10,0.0,100.0,100.0,HIGH,Operator 48 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.284395
operator_accuracy_drop,DHL-WH-TX03,2022-07-03,0.0,100.0,100.0,HIGH,Operator 48 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.285292
operator_accuracy_drop,DHL-WH-TX03,2023-01-20,50.0,100.0,50.0,HIGH,Operator 48 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.285333
operator_accuracy_drop,DHL-WH-IL02,2022-02-16,50.0,100.0,50.0,HIGH,Operator 49 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.286238
operator_accuracy_drop,DHL-WH-IL02,2022-07-05,0.0,100.0,100.0,HIGH,Operator 49 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.286280
operator_accuracy_drop,DHL-WH-IL02,2023-01-18,0.0,100.0,100.0,HIGH,Operator 49 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.286341
operator_accuracy_drop,DHL-WH-IL02,2023-03-09,0.0,96.6667,96.6667,HIGH,Operator 49 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.286381
operator_accuracy_drop,DHL-WH-IL02,2023-06-27,0.0,100.0,100.0,HIGH,Operator 49 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.286416
operator_accuracy_drop,DHL-WH-NJ01,2022-03-31,0.0,100.0,100.0,HIGH,Operator 49 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.287327
operator_accuracy_drop,DHL-WH-NJ01,2022-09-30,50.0,100.0,50.0,HIGH,Operator 49 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.287369
operator_accuracy_drop,DHL-WH-NJ01,2023-08-22,0.0,100.0,100.0,HIGH,Operator 49 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.287409
operator_accuracy_drop,DHL-WH-TX03,2022-03-21,0.0,100.0,100.0,HIGH,Operator 49 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.288315
operator_accuracy_drop,DHL-WH-TX03,2022-09-07,0.0,100.0,100.0,HIGH,Operator 49 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.288356
operator_accuracy_drop,DHL-WH-TX03,2023-02-02,50.0,100.0,50.0,HIGH,Operator 49 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.288393
operator_accuracy_drop,DHL-WH-TX03,2023-09-10,0.0,100.0,100.0,HIGH,Operator 49 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.288429
operator_accuracy_drop,DHL-WH-TX03,2023-09-14,0.0,96.6667,96.6667,HIGH,Operator 49 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.288465
operator_accuracy_drop,DHL-WH-TX03,2023-10-21,0.0,93.3333,93.3333,HIGH,Operator 49 accuracy 0.00% is 93.3pp below their 30-day average (93.33%),2026-06-13T20:22:22.288501
operator_accuracy_drop,DHL-WH-IL02,2022-01-21,0.0,100.0,100.0,HIGH,Operator 50 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.289395
operator_accuracy_drop,DHL-WH-IL02,2022-04-07,0.0,100.0,100.0,HIGH,Operator 50 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.289437
operator_accuracy_drop,DHL-WH-IL02,2022-05-23,0.0,100.0,100.0,HIGH,Operator 50 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.289476
operator_accuracy_drop,DHL-WH-IL02,2023-01-15,0.0,100.0,100.0,HIGH,Operator 50 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.289516
operator_accuracy_drop,DHL-WH-IL02,2023-07-19,0.0,100.0,100.0,HIGH,Operator 50 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.289553
operator_accuracy_drop,DHL-WH-IL02,2023-09-18,0.0,100.0,100.0,HIGH,Operator 50 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.289588
operator_accuracy_drop,DHL-WH-IL02,2023-10-10,50.0,96.6667,46.6667,HIGH,Operator 50 accuracy 50.00% is 46.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.289625
operator_accuracy_drop,DHL-WH-NJ01,2022-06-19,0.0,100.0,100.0,HIGH,Operator 50 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.290526
operator_accuracy_drop,DHL-WH-NJ01,2023-05-28,50.0,100.0,50.0,HIGH,Operator 50 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.290569
operator_accuracy_drop,DHL-WH-NJ01,2023-09-10,0.0,100.0,100.0,HIGH,Operator 50 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.290609
operator_accuracy_drop,DHL-WH-NJ01,2023-10-19,0.0,96.6667,96.6667,HIGH,Operator 50 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.290648
operator_accuracy_drop,DHL-WH-NJ01,2023-11-21,0.0,96.6667,96.6667,HIGH,Operator 50 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.290684
operator_accuracy_drop,DHL-WH-NJ01,2023-12-11,50.0,96.6667,46.6667,HIGH,Operator 50 accuracy 50.00% is 46.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.290731
operator_accuracy_drop,DHL-WH-TX03,2022-01-24,0.0,100.0,100.0,HIGH,Operator 50 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.291643
operator_accuracy_drop,DHL-WH-TX03,2022-06-20,0.0,100.0,100.0,HIGH,Operator 50 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.291686
operator_accuracy_drop,DHL-WH-TX03,2022-09-21,0.0,100.0,100.0,HIGH,Operator 50 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.291738
operator_accuracy_drop,DHL-WH-TX03,2022-10-03,0.0,96.6667,96.6667,HIGH,Operator 50 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.291777
operator_accuracy_drop,DHL-WH-TX03,2022-11-18,0.0,96.6667,96.6667,HIGH,Operator 50 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.291814
operator_accuracy_drop,DHL-WH-TX03,2022-11-21,0.0,93.3333,93.3333,HIGH,Operator 50 accuracy 0.00% is 93.3pp below their 30-day average (93.33%),2026-06-13T20:22:22.291849
operator_accuracy_drop,DHL-WH-TX03,2023-01-10,50.0,100.0,50.0,HIGH,Operator 50 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.291884
operator_accuracy_drop,DHL-WH-IL02,2022-02-03,0.0,100.0,100.0,HIGH,Operator 51 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.292785
operator_accuracy_drop,DHL-WH-IL02,2022-12-05,0.0,100.0,100.0,HIGH,Operator 51 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.292828
operator_accuracy_drop,DHL-WH-IL02,2023-01-08,0.0,96.6667,96.6667,HIGH,Operator 51 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.292867
operator_accuracy_drop,DHL-WH-NJ01,2022-06-17,50.0,100.0,50.0,HIGH,Operator 51 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.293763
operator_accuracy_drop,DHL-WH-NJ01,2023-06-14,50.0,100.0,50.0,HIGH,Operator 51 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.293803
operator_accuracy_drop,DHL-WH-NJ01,2023-11-16,0.0,100.0,100.0,HIGH,Operator 51 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.293840
operator_accuracy_drop,DHL-WH-TX03,2022-08-27,0.0,100.0,100.0,HIGH,Operator 51 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.294736
operator_accuracy_drop,DHL-WH-TX03,2022-09-10,0.0,96.6667,96.6667,HIGH,Operator 51 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.294779
operator_accuracy_drop,DHL-WH-TX03,2023-06-24,0.0,100.0,100.0,HIGH,Operator 51 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.294817
operator_accuracy_drop,DHL-WH-TX03,2023-10-15,0.0,100.0,100.0,HIGH,Operator 51 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.294855
operator_accuracy_drop,DHL-WH-IL02,2022-11-10,0.0,100.0,100.0,HIGH,Operator 52 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.295789
operator_accuracy_drop,DHL-WH-IL02,2023-05-02,0.0,100.0,100.0,HIGH,Operator 52 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.295831
operator_accuracy_drop,DHL-WH-NJ01,2022-03-06,0.0,100.0,100.0,HIGH,Operator 52 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.296755
operator_accuracy_drop,DHL-WH-NJ01,2022-04-22,0.0,100.0,100.0,HIGH,Operator 52 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.296798
operator_accuracy_drop,DHL-WH-NJ01,2022-05-29,0.0,96.6667,96.6667,HIGH,Operator 52 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.296858
operator_accuracy_drop,DHL-WH-NJ01,2022-09-16,50.0,100.0,50.0,HIGH,Operator 52 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.296898
operator_accuracy_drop,DHL-WH-NJ01,2022-12-25,0.0,100.0,100.0,HIGH,Operator 52 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.296934
operator_accuracy_drop,DHL-WH-NJ01,2023-02-21,0.0,100.0,100.0,HIGH,Operator 52 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.296969
operator_accuracy_drop,DHL-WH-NJ01,2023-06-09,0.0,100.0,100.0,HIGH,Operator 52 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.297004
operator_accuracy_drop,DHL-WH-TX03,2023-03-04,0.0,100.0,100.0,HIGH,Operator 52 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.297905
operator_accuracy_drop,DHL-WH-TX03,2023-09-06,0.0,100.0,100.0,HIGH,Operator 52 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.297948
operator_accuracy_drop,DHL-WH-TX03,2023-12-10,0.0,100.0,100.0,HIGH,Operator 52 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.297987
operator_accuracy_drop,DHL-WH-TX03,2023-12-17,50.0,96.6667,46.6667,HIGH,Operator 52 accuracy 50.00% is 46.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.298025
operator_accuracy_drop,DHL-WH-IL02,2022-01-11,0.0,100.0,100.0,HIGH,Operator 53 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.298935
operator_accuracy_drop,DHL-WH-IL02,2022-06-28,0.0,100.0,100.0,HIGH,Operator 53 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.298977
operator_accuracy_drop,DHL-WH-IL02,2022-09-10,0.0,100.0,100.0,HIGH,Operator 53 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.299016
operator_accuracy_drop,DHL-WH-IL02,2022-12-04,50.0,100.0,50.0,HIGH,Operator 53 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.299055
operator_accuracy_drop,DHL-WH-IL02,2023-05-04,50.0,100.0,50.0,HIGH,Operator 53 accuracy 50.00% is 50.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.299091
operator_accuracy_drop,DHL-WH-IL02,2023-10-29,0.0,100.0,100.0,HIGH,Operator 53 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.299127
operator_accuracy_drop,DHL-WH-IL02,2023-11-30,0.0,96.6667,96.6667,HIGH,Operator 53 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.299163
operator_accuracy_drop,DHL-WH-NJ01,2022-02-10,0.0,100.0,100.0,HIGH,Operator 53 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.300058
operator_accuracy_drop,DHL-WH-NJ01,2022-08-29,0.0,100.0,100.0,HIGH,Operator 53 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.300100
operator_accuracy_drop,DHL-WH-NJ01,2022-09-10,0.0,96.6667,96.6667,HIGH,Operator 53 accuracy 0.00% is 96.7pp below their 30-day average (96.67%),2026-06-13T20:22:22.300140
operator_accuracy_drop,DHL-WH-NJ01,2023-02-27,0.0,100.0,100.0,HIGH,Operator 53 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.300177
operator_accuracy_drop,DHL-WH-TX03,2023-09-26,0.0,100.0,100.0,HIGH,Operator 53 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.301104
operator_accuracy_drop,DHL-WH-IL02,2022-01-30,0.0,100.0,100.0,HIGH,Operator 54 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.302006
operator_accuracy_drop,DHL-WH-IL02,2022-08-04,0.0,100.0,100.0,HIGH,Operator 54 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.302048
operator_accuracy_drop,DHL-WH-IL02,2022-11-19,0.0,100.0,100.0,HIGH,Operator 54 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.302086
operator_accuracy_drop,DHL-WH-IL02,2023-05-11,0.0,100.0,100.0,HIGH,Operator 54 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.302125
operator_accuracy_drop,DHL-WH-IL02,2023-10-26,0.0,100.0,100.0,HIGH,Operator 54 accuracy 0.00% is 100.0pp below their 30-day average (100.00%),2026-06-13T20:22:22.302160
